"Value Set Name","Value Set Clinical Focus","OID","Profile Element","Page","Notes or examples"
"Steps Per Time, Device","This set of values addresses terms representing an observation of steps per time measured by a device.","2.16.840.1.113762.1.4.1222.977","Observation.code","mcc_simple_observation_value_sets.html",""
"Physical Activity Level, Device","This set of values addresses terms representing an observation of physical activity level measured by a device.","2.16.840.1.113762.1.4.1222.978","Observation.code","mcc_simple_observation_value_sets.html",""
"Cognitive Function Clinician Interpretation","This set of values addresses terms representing a clinical interpretation of a patient's cognitive function.","2.16.840.1.113762.1.4.1222.979","Observation.code","mcc_simple_observation_value_sets.html",""
"Psychosis Symptoms","This set of values addresses terms representing an observation of psychosis symptoms.","2.16.840.1.113762.1.4.1222.987","Observation.code","mcc_simple_observation_value_sets.html",""
"Suicidal Ideation and Behaviors","This set of values contains terms representing questions about suicidal ideation and behaviors.","2.16.840.1.113762.1.4.1222.991","Observation.code","mcc_simple_observation_value_sets.html",""
"Sleep Duration","This set of values addresses terms representing Sleep Duration.","2.16.840.1.113762.1.4.1222.994","Observation.code","mcc_simple_observation_value_sets.html",""
"Pain Intensity or Severity","This set of values addresses terms representing an observation of pain intensity or severity.","2.16.840.1.113762.1.4.1222.996","Observation.code","mcc_simple_observation_value_sets.html",""
"Pain Quality","This set of values addresses terms representing an observation of pain quality.","2.16.840.1.113762.1.4.1222.997","Observation.code","mcc_simple_observation_value_sets.html",""
"Tinnitus","This set of values reflect patients with ringing or other noises in one or both ears.","2.16.840.1.113762.1.4.1222.1375","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Brain Fog","This set of values reflect a patient feeling of being sluggish, fuzzy, and not sharp.","2.16.840.1.113762.1.4.1222.1377","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Depression Symptoms","This set of values reflect patient feelings of being depressed due to isolation, loneliness, anxiety and stress.","2.16.840.1.113762.1.4.1222.1378","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Mood Swings","This set of values reflect patients with rapidly and intensely fluctuating emotions.","2.16.840.1.113762.1.4.1222.1379","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Anxiety","This set of values reflect patients with anxiety symptoms such as the sense of uneasiness, distress, or dread.","2.16.840.1.113762.1.4.1222.1380","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Lightheadedness","This set of values reflect patients with lightheadedness symptoms such as feeling of faintness, dizziness or being close to passing out.","2.16.840.1.113762.1.4.1222.1381","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Stress","This set of values reflect patients with mental Stress related symptoms mainly physical and emotional reactions that people experience as they encounter changes in life.","2.16.840.1.113762.1.4.1222.1382","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Grief and Suffering","This set of values reflect patients with grief and suffering related symptoms (a natural reaction to loss and a state of pain or distress).","2.16.840.1.113762.1.4.1222.1383","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Insomnia and Other Sleep Difficulties","This set of values reflect patients with insomnia and other sleep difficulties.","2.16.840.1.113762.1.4.1222.1384","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Impaired Sense of Taste","This set of values reflect patients with impaired sense of taste which is a distortion or complete loss of sense of taste.","2.16.840.1.113762.1.4.1222.1385","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Visual Changes","This set of values reflect patients with visual changes such as blurry vision, visual alteration, fatigue and tired eye.","2.16.840.1.113762.1.4.1222.1395","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Impaired Sense of Smell","This set of values reflect patients with impaired sense of smell including anosmia, hyposmia, and dysosmia.","2.16.840.1.113762.1.4.1222.1396","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Fatigue","This set of values reflect patients with an extreme tiredness or feeling wiped out that persists despite resting or getting a good night's sleep. This includes physical fatigue such as post-exertional malaise and mental fatigue.","2.16.840.1.113762.1.4.1222.1398","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Chills","This set of values reflect patients with chills, a feeling of being cold without an apparent cause.","2.16.840.1.113762.1.4.1222.1399","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Fever","This set of values reflect patients with fever, a temporary increase in your body temperature, often due to an illness.","2.16.840.1.113762.1.4.1222.1400","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Functional and Mobility Impairment","This set of values reflect patients with difficulty completing activities of daily living and instrumental activities of daily living. The disability that affects movement ranging from gross motor skills, such as walking, to fine motor movement, involving manipulation of objects by hand..","2.16.840.1.113762.1.4.1222.1401","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Orthostatic Intolerance","This set of values reflect patients experiencing symptoms related to Orthostatic Intolerance such as lightheadedness, dizziness, nausea, and vision changes.","2.16.840.1.113762.1.4.1222.1403","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Cough","This set of values reflect patients having cough symptoms.","2.16.840.1.113762.1.4.1222.1405","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Dyspnea","This set of values reflect patients experiencing Dyspnea or shortness of breath, an intense tightening in the chest, air hunger, breathlessness, increased respiratory efforts or a feeling of suffocation.","2.16.840.1.113762.1.4.1222.1406","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Wheezing","This set of values reflect patients experiencing wheezing, a high-pitched whistling sound made while breathing.","2.16.840.1.113762.1.4.1222.1409","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Sinonasal Congestion","This set of values reflect patients experiencing nasal congestion or sinus congestion.","2.16.840.1.113762.1.4.1222.1413","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Respiratory Distress","This set of values reflect patients experiencing wheezing, dyspnea and other signs of respiratory distress.","2.16.840.1.113762.1.4.1222.1414","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Edema","This set of values reflect patients experiencing edema, a swelling caused by excess fluid trapped in the body's tissues.","2.16.840.1.113762.1.4.1222.1415","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Weight Changes","This set of values reflect patients experiencing abnormal weight, weight gain and weight loss.","2.16.840.1.113762.1.4.1222.1419","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Immunologic Changes","This set of values reflect patients experiencing immunological changes such as increased frequency of infections, increased allergic responses, idiosyncratic responses to medications, fears about response to vaccines or other medications.","2.16.840.1.113762.1.4.1222.1422","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Pain","This set of values reflect patients experiencing pain, localized or generalized uncomfortable sensations in the body.","2.16.840.1.113762.1.4.1222.1424","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Arthralgia","This set of values reflect patients experiencing aching or pain in one or more of the joints in the body.","2.16.840.1.113762.1.4.1222.1425","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Chest Pain","This set of values reflect patients experiencing discomfort in the chest including a dull ache, a crushing or burning feeling, a sharp stabbing pain, and pain that radiates to the neck or shoulder.","2.16.840.1.113762.1.4.1222.1426","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Headache","This set of values reflect patients experiencing headache.","2.16.840.1.113762.1.4.1222.1427","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Myalgia","This set of values reflect patients experiencing muscle aches and pain.","2.16.840.1.113762.1.4.1222.1428","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Back Pain","This set of values reflect patients experiencing pain in the lower or upper back.","2.16.840.1.113762.1.4.1222.1429","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Pain in Extremities","This set of values reflect patients experiencing discomfort sensation in the upper or lower extremities.","2.16.840.1.113762.1.4.1222.1430","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Pain in Throat","This set of values reflects patients experiencing discomfort or irritation of the throat.","2.16.840.1.113762.1.4.1222.1431","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Palpitations","This set of values reflect patients experiencing feelings of having a fast-beating, fluttering or pounding heart.","2.16.840.1.113762.1.4.1222.1432","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Tachycardia","This set of values reflect patients experiencing fast heart beats.","2.16.840.1.113762.1.4.1222.1433","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Bleeding","This set of values reflect patients experiencing loss of blood from the body.","2.16.840.1.113762.1.4.1222.1434","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Abdominal Pain","This set of values reflect patients experiencing abdominal pain between the chest and pelvic regions.","2.16.840.1.113762.1.4.1222.1435","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Diarrhea","This set of values reflect patients experiencing loose, watery and possibly more frequent bowel movements.","2.16.840.1.113762.1.4.1222.1436","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Gastroesophageal Reflux","This set of values reflect patients experiencing gastroesophageal reflux or acid reflux.","2.16.840.1.113762.1.4.1222.1437","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Nausea","This set of values reflect patients experiencing nausea, a feeling of sickness or discomfort in the stomach that may come with an urge to vomit.","2.16.840.1.113762.1.4.1222.1438","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Vomiting","This set of values reflect patients experiencing vomiting, a forceful discharge of stomach contents.","2.16.840.1.113762.1.4.1222.1439","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Constipation","This set of values reflect patients experiencing infrequent bowel movements or difficult passage of stools that persists for several days or weeks.","2.16.840.1.113762.1.4.1222.1440","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Difficulty Swallowing","This set of values reflect patients experiencing difficulty swallowing food or liquids.","2.16.840.1.113762.1.4.1222.1441","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Loss of Appetite","This set of values reflect patients experiencing loss of appetite or absence of hunger.","2.16.840.1.113762.1.4.1222.1443","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Paresthesia","This set of values reflect patients experiencing an abnormal sensation of the body, such as numbness, tingling, or burning.","2.16.840.1.113762.1.4.1222.1444","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Rash","This set of values reflect patients experiencing rash, an area of irritated, swollen skin with eruptions on it.","2.16.840.1.113762.1.4.1222.1445","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Covid Toes (Toes and/or Fingers)","This set of values reflect patients experiencing Covid Toes is a condition that develops on your toes, fingers, or both. Along with the swelling and discoloration, COVID toes can also cause blisters, itch, or pain. Some people develop painful raised bumps or areas of rough skin. Others may see a small amount of pus under their skin.","2.16.840.1.113762.1.4.1222.1446","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Itching","This set of values reflect patients experiencing itching, an uncomfortable, irritating sensation that makes you want to scratch.","2.16.840.1.113762.1.4.1222.1447","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Menstrual Cycle Irregularities","This set of values reflect patients experiencing menstrual cycle irregularities such as shorter or longer than normal, heavier or lighter than normal, or other problems, like abdominal cramps.","2.16.840.1.113762.1.4.1222.1448","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Lower Urinary Tract Symptoms","This set of values reflect patients experiencing lower urinary tract symptoms primarily associated with overactive bladder (frequency, urgency, and nocturia).","2.16.840.1.113762.1.4.1222.1449","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Urinary Incontinence","This set of values reflect patients experiencing an involuntary leakage of urine from the bladder.","2.16.840.1.113762.1.4.1222.1450","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Dizziness","This set of values reflect patients experiencing dizziness feeling faint or unsteady.","2.16.840.1.113762.1.4.1222.1451","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Hair Loss","This set of values reflect patients experiencing a loss of hair from part of the head or body.","2.16.840.1.113762.1.4.1222.1453","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Disability Severity","This set of values reflect patients' disability severity as mild, moderate, severe or profound.","2.16.840.1.113762.1.4.1222.1455","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Hypercoagulability","This set of values reflect patients hypercoagulability state with increased risk for blood clots developing in the arteries and veins. This value set is intended to capture microclots tendency observed in long COVID patients.","2.16.840.1.113762.1.4.1222.1456","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Post Exertional Malaise","This set of values reflect patients experiencing post-exertional malaise.","2.16.840.1.113762.1.4.1222.1457","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Chronic Pain","This set of values reflect patients experiencing chronic pain that lasts more than several months.","2.16.840.1.113762.1.4.1222.1458","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Neurogenic Pain","This set of values reflect patients experiencing neurogenic pain. This value set is intended to capture neurologic pain observed in long COVID patients.","2.16.840.1.113762.1.4.1222.1459","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Impaired Hearing","This set of values reflect patients with impaired hearing, a diminished acuity to sounds which would otherwise be heard normally.","2.16.840.1.113762.1.4.1222.1460","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Parkinsonia Like Symptoms","This set of values reflect patients experiencing parkinsonia like symptoms such as tremor, slowed movement (bradykinesia), rigid muscles, impaired posture and balance, loss of automatic movements, speech changes, and writing changes.","2.16.840.1.113762.1.4.1222.1461","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Language and Speech Problems","This set of values reflect patients experiencing language problems, a difficulty expressing and understanding what others are saying and speech problems that affect a person's ability to produce sounds that create words.","2.16.840.1.113762.1.4.1222.1485","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Autonomic dysfunction","This set of values contains diagnosis and finding terms representing autonomic dysfunction. These patients may experience lightheadedness, orthostatic headache, syncope, hyperhidrosis, burning pain, and other Somatoform autonomic dysfunction.","2.16.840.1.113762.1.4.1222.1492","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
"Debility or Frailty","This set of values contains finding of Debility or Frailty related terms representing physical weakness, feebleness, or infirmity.","2.16.840.1.113762.1.4.1222.1502","Observation.valueCodableConcept","mcc_symptom_value_sets.html",""
